date,positive_total,recovered_total,deceased_total,tested_total,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,positive_daily,recovered_daily,deceased_daily,tested_daily,active,positive_increase,positive_increase_5d,growth_factor,ones
2020-01-27,0,0,0,20,0,0,0,0,20,0,,,,,0,,,,1
2020-01-28,0,0,0,28,0,0,0,0,8,0,0.0,0.0,0.0,8.0,0,,,,1
2020-01-29,0,0,0,33,0,0,0,0,5,0,0.0,0.0,0.0,5.0,0,,,,1
2020-01-30,0,0,0,34,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-01-31,0,0,0,37,0,0,0,0,3,0,0.0,0.0,0.0,3.0,0,,,,1
2020-02-01,0,0,0,38,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-02-02,0,0,0,43,0,0,0,0,5,0,0.0,0.0,0.0,5.0,0,,,,1
2020-02-03,0,0,0,48,0,0,0,0,5,0,0.0,0.0,0.0,5.0,0,,,,1
2020-02-04,0,0,0,53,0,0,0,0,5,0,0.0,0.0,0.0,5.0,0,,,,1
2020-02-05,0,0,0,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,1
2020-02-06,0,0,0,56,0,0,0,0,3,0,0.0,0.0,0.0,3.0,0,,,,1
2020-02-07,0,0,0,62,0,0,0,0,6,0,0.0,0.0,0.0,6.0,0,,,,1
2020-02-08,0,0,0,62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,1
2020-02-09,0,0,0,64,0,0,0,0,2,0,0.0,0.0,0.0,2.0,0,,,,1
2020-02-10,0,0,0,72,0,0,0,0,8,0,0.0,0.0,0.0,8.0,0,,,,1
2020-02-11,0,0,0,74,0,0,0,0,2,0,0.0,0.0,0.0,2.0,0,,,,1
2020-02-12,0,0,0,75,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-02-13,0,0,0,76,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-02-14,0,0,0,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,1
2020-02-15,0,0,0,77,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-02-16,0,0,0,78,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-02-17,0,0,0,80,0,0,0,0,2,0,0.0,0.0,0.0,2.0,0,,,,1
2020-02-18,0,0,0,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,1
2020-02-19,0,0,0,82,0,0,0,0,2,0,0.0,0.0,0.0,2.0,0,,,,1
2020-02-20,0,0,0,82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,1
2020-02-21,0,0,0,82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,,,,1
2020-02-22,0,0,0,83,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0,,,,1
2020-02-23,0,0,0,86,0,0,0,0,3,0,0.0,0.0,0.0,3.0,0,,,,1
2020-02-24,0,0,0,98,0,0,0,0,12,0,0.0,0.0,0.0,12.0,0,,,,1
2020-02-25,0,0,0,112,0,0,0,0,14,0,0.0,0.0,0.0,14.0,0,,,,1
2020-02-26,0,0,0,135,0,0,0,0,23,0,0.0,0.0,0.0,23.0,0,,,,1
2020-02-27,0,0,0,170,0,0,0,0,35,0,0.0,0.0,0.0,35.0,0,,,,1
2020-02-28,0,0,0,193,0,0,0,0,23,0,0.0,0.0,0.0,23.0,0,,,,1
2020-02-29,0,0,0,200,0,0,0,0,7,0,0.0,0.0,0.0,7.0,0,,,,1
2020-03-01,3,0,0,211,0,3,0,0,11,0,3.0,0.0,0.0,11.0,3,inf,,inf,1
2020-03-02,3,0,0,262,0,0,0,0,51,0,0.0,0.0,0.0,51.0,3,0.0,,0.0,1
2020-03-03,5,0,0,340,0,2,0,0,78,0,2.0,0.0,0.0,78.0,5,0.6666666666666666,,inf,1
2020-03-04,6,0,0,407,0,1,0,0,67,0,1.0,0.0,0.0,67.0,6,0.2,,0.5,1
2020-03-05,9,0,0,483,0,3,0,0,76,0,3.0,0.0,0.0,76.0,9,0.5,inf,3.0,1
2020-03-06,20,0,0,594,0,11,0,0,111,0,11.0,0.0,0.0,111.0,20,1.2222222222222223,0.5177777777777778,3.6666666666666665,1
2020-03-07,27,0,0,787,0,7,0,0,193,0,7.0,0.0,0.0,193.0,27,0.35,0.5877777777777778,0.6363636363636364,1
2020-03-08,33,0,0,928,0,6,0,0,141,0,6.0,0.0,0.0,141.0,33,0.2222222222222222,0.4988888888888889,0.8571428571428571,1
2020-03-09,39,0,0,1193,0,6,0,0,265,0,6.0,0.0,0.0,265.0,39,0.18181818181818182,0.4952525252525253,1.0,1
2020-03-10,64,0,0,1358,0,25,0,0,165,0,25.0,0.0,0.0,165.0,64,0.6410256410256411,0.5234576534576535,4.166666666666667,1
2020-03-11,95,0,0,1816,0,31,0,0,458,0,31.0,0.0,0.0,458.0,95,0.484375,0.375888209013209,1.24,1
2020-03-12,117,0,0,2353,0,22,0,0,537,0,22.0,0.0,0.0,537.0,117,0.23157894736842105,0.35220399848689327,0.7096774193548387,1
2020-03-13,142,0,0,3198,0,25,0,0,845,0,25.0,0.0,0.0,845.0,142,0.21367521367521367,0.3504945967774915,1.1363636363636365,1
2020-03-14,190,1,0,4184,0,48,1,0,986,0,48.0,1.0,0.0,986.0,189,0.3380281690140845,0.38173659421667205,1.92,1
2020-03-15,299,4,0,5212,0,109,3,0,1028,0,109.0,3.0,0.0,1028.0,295,0.5736842105263158,0.368268308116807,2.2708333333333335,1
2020-03-16,384,4,0,6531,0,85,0,0,1319,0,85.0,0.0,0.0,1319.0,380,0.2842809364548495,0.3282494954077769,0.7798165137614679,1
2020-03-17,451,4,0,7825,0,67,0,0,1294,0,67.0,0.0,0.0,1294.0,447,0.17447916666666666,0.316829539267426,0.788235294117647,1
2020-03-18,561,5,0,9581,0,110,1,0,1756,0,110.0,1.0,0.0,1756.0,556,0.24390243902439024,0.3228749843372613,1.6417910447761195,1
2020-03-19,767,6,0,11840,0,206,1,0,2259,0,206.0,1.0,0.0,2259.0,761,0.3672014260249554,0.3287096357394355,1.8727272727272728,1
2020-03-20,891,9,0,13961,0,124,3,0,2121,0,124.0,3.0,0.0,2121.0,882,0.16166883963494133,0.2463065615611606,0.6019417475728155,1
2020-03-21,1050,14,0,15843,0,159,5,0,1882,0,159.0,5.0,0.0,1882.0,1036,0.17845117845117844,0.22514060996042642,1.282258064516129,1
2020-03-22,1165,14,1,17644,0,115,0,1,1801,0,115.0,0.0,1.0,1801.0,1150,0.10952380952380952,0.21214953853185498,0.7232704402515723,1
2020-03-23,1291,19,1,19935,0,126,5,0,2291,0,126.0,5.0,0.0,2291.0,1271,0.10815450643776824,0.1849999520145306,1.0956521739130434,1
2020-03-24,1476,23,3,22997,0,185,4,2,3062,0,185.0,4.0,2.0,3062.0,1450,0.14329976762199845,0.1402196203339392,1.4682539682539681,1
2020-03-25,1768,28,10,27104,0,292,5,7,4107,0,292.0,5.0,7.0,4107.0,1730,0.1978319783197832,0.14745224807090757,1.5783783783783785,1
2020-03-26,2027,38,10,31737,0,259,10,0,4633,0,259.0,10.0,0.0,4633.0,1979,0.14649321266968326,0.14106065491460856,0.886986301369863,1
2020-03-27,2404,53,12,37096,0,377,15,2,5359,0,377.0,15.0,2.0,5359.0,2339,0.1859891465219536,0.15635372231423736,1.4555984555984556,1
2020-03-28,2667,61,17,41320,0,263,8,5,4224,0,263.0,8.0,5.0,4224.0,2589,0.10940099833610649,0.156603020693905,0.6976127320954907,1
2020-03-29,2826,79,23,44168,0,159,18,6,2848,0,159.0,18.0,6.0,2848.0,2724,0.05961754780652419,0.13986657673081015,0.6045627376425855,1
2020-03-30,3010,109,28,49327,0,184,30,5,5159,0,184.0,30.0,5.0,5159.0,2873,0.06510969568294409,0.11332212020344232,1.1572327044025157,1
2020-03-31,3315,131,35,55988,0,305,22,7,6661,0,305.0,22.0,7.0,6661.0,3149,0.10132890365448505,0.10428925840040268,1.6576086956521738,1
2020-04-01,3598,177,43,62090,0,283,46,8,6102,0,283.0,46.0,8.0,6102.0,3378,0.08536953242835596,0.08416533558168315,0.9278688524590164,1
2020-04-02,3866,219,49,68763,0,268,42,6,6673,0,268.0,42.0,6.0,6673.0,3598,0.0744858254585881,0.07718230100617947,0.9469964664310954,1
2020-04-03,4199,287,57,76161,0,333,68,8,7398,0,333.0,68.0,8.0,7398.0,3855,0.08613554061045008,0.08248589956696466,1.242537313432836,1
2020-04-04,4482,333,66,81998,0,283,46,9,5837,0,283.0,46.0,9.0,5837.0,4083,0.06739699928554417,0.08294336028748467,0.8498498498498499,1
2020-04-05,4599,375,74,86810,0,117,42,8,4812,0,117.0,42.0,8.0,4812.0,4150,0.02610441767068273,0.0678984630907242,0.4134275618374558,1
2020-04-06,4835,473,82,93245,0,236,98,8,6435,0,236.0,98.0,8.0,6435.0,4280,0.05131550337029789,0.0610876572791126,2.017094017094017,1
2020-04-07,5031,595,92,101418,0,196,122,10,8173,0,196.0,122.0,10.0,8173.0,4344,0.04053774560496381,0.05429804130838774,0.8305084745762712,1
2020-04-08,5325,710,107,109887,0,294,115,15,8469,0,294.0,115.0,15.0,8469.0,4508,0.05843768634466309,0.04875847045523034,1.5,1
2020-04-09,5582,893,117,118067,0,257,183,10,8180,0,257.0,183.0,10.0,8180.0,4572,0.04826291079812207,0.04493165275774592,0.8741496598639455,1
2020-04-10,5745,1042,128,123769,0,163,149,11,5702,0,163.0,149.0,11.0,5702.0,4575,0.029201003224650662,0.0455509698685395,0.6342412451361867,1
2020-04-11,5915,1178,136,128660,0,170,136,8,4891,0,170.0,136.0,8.0,4891.0,4601,0.02959094865100087,0.0412060589246801,1.0429447852760736,1
2020-04-12,6004,1290,146,131910,0,89,112,10,3250,0,89.0,112.0,10.0,3250.0,4568,0.015046491969568893,0.036107808197601114,0.5235294117647059,1
2020-04-13,6072,1417,157,135125,0,68,127,11,3215,0,68.0,127.0,11.0,3215.0,4498,0.011325782811459028,0.026685427490960305,0.7640449438202247,1
2020-04-14,6154,1617,166,141298,0,82,200,9,6173,0,82.0,200.0,9.0,6173.0,4371,0.013504611330698288,0.019733767597475547,1.2058823529411764,1
2020-04-15,6314,1829,166,149774,0,160,212,0,8476,0,160.0,212.0,0.0,8476.0,4319,0.025999350016249593,0.019093436955795334,1.951219512195122,1
2020-04-16,6446,2107,168,158155,0,132,278,2,8381,0,132.0,278.0,2.0,8381.0,4171,0.020905923344947737,0.01735643189458471,0.825,1
2020-04-17,6562,2435,176,166443,0,116,328,8,8288,0,116.0,328.0,8.0,8288.0,3951,0.017995656220912194,0.01794626474485337,0.8787878787878788,1
2020-04-18,6667,2604,180,172048,0,105,169,4,5605,0,105.0,169.0,4.0,5605.0,3883,0.016001219140505944,0.018881352010662752,0.9051724137931034,1
2020-04-19,6759,2761,189,176075,0,92,157,9,4027,0,92.0,157.0,9.0,4027.0,3809,0.013799310034498274,0.01894029175142275,0.8761904761904762,1
2020-04-20,6913,3003,196,182642,0,154,242,7,6567,0,154.0,242.0,7.0,6567.0,3714,0.022784435567391625,0.01829730886165116,1.673913043478261,1
2020-04-21,7046,3240,204,190983,0,133,237,8,8341,0,133.0,237.0,8.0,8341.0,3602,0.01923911471141328,0.01796394713494426,0.8636363636363636,1
2020-04-22,7145,3552,206,199801,0,99,312,2,8818,0,99.0,312.0,2.0,8818.0,3387,0.014050525120635822,0.01717492091488899,0.7443609022556391,1
2020-04-23,7200,3789,212,207702,0,55,237,6,7901,0,55.0,237.0,6.0,7901.0,3199,0.007697690692792162,0.015514215225346234,0.5555555555555556,1
2020-04-24,7286,4051,218,214831,0,86,262,6,7129,0,86.0,262.0,6.0,7129.0,3017,0.011944444444444445,0.015143242107335466,1.5636363636363637,1
2020-04-25,7365,4199,222,219277,0,79,148,4,4446,0,79.0,148.0,4.0,4446.0,2944,0.010842712050507823,0.012754897403958706,0.9186046511627907,1
2020-04-26,7417,4281,224,222658,0,52,82,2,3381,0,52.0,82.0,2.0,3381.0,2912,0.007060420909708078,0.010319158643617666,0.6582278481012658,1
2020-04-27,7458,4482,225,230412,0,41,201,1,7754,0,41.0,201.0,1.0,7754.0,2751,0.0055278414453283,0.008614621908556162,0.7884615384615384,1
2020-04-28,7518,4651,229,239153,0,60,169,4,8741,0,60.0,169.0,4.0,8741.0,2638,0.008045052292839904,0.00868409422856571,1.4634146341463414,1
2020-04-29,7593,4847,234,246475,0,75,196,5,7322,0,75.0,196.0,5.0,7322.0,2512,0.009976057462090982,0.008290416832095016,1.25,1
2020-04-30,7697,5057,242,253871,0,104,210,8,7396,0,104.0,210.0,8.0,7396.0,2398,0.013696826023969445,0.00886123962678734,1.3866666666666667,1
2020-05-01,7752,5189,250,258368,0,55,132,8,4497,0,55.0,132.0,8.0,4497.0,2313,0.007145641158893075,0.00887828367662434,0.5288461538461539,1
2020-05-02,7770,5287,251,262253,0,18,98,1,3885,0,18.0,98.0,1.0,3885.0,2232,0.0023219814241486067,0.008237111672388402,0.32727272727272727,1
2020-05-03,7796,5415,254,266134,0,26,128,3,3881,0,26.0,128.0,3.0,3881.0,2127,0.0033462033462033462,0.007297341883061091,1.4444444444444444,1
2020-05-04,7834,5582,259,273890,0,38,167,5,7756,0,38.0,167.0,5.0,7756.0,1993,0.0048742945100051305,0.006276989292643921,1.4615384615384615,1
2020-05-05,7911,5760,262,283273,0,77,178,3,9383,0,77.0,178.0,3.0,9383.0,1889,0.009828950727597652,0.005503414233369562,2.026315789473684,1
2020-05-06,7990,5940,265,291325,0,79,180,3,8052,0,79.0,180.0,3.0,8052.0,1785,0.009986095310327393,0.006071505063656425,1.025974025974026,1
2020-05-07,8048,6113,269,298924,0,58,173,4,7599,0,58.0,173.0,4.0,7599.0,1666,0.007259073842302879,0.00705892354728728,0.7341772151898734,1
2020-05-08,8094,6184,274,303434,0,46,71,5,4510,0,46.0,71.0,5.0,4510.0,1636,0.005715705765407555,0.007532824031128121,0.7931034482758621,1
2020-05-09,8112,6262,277,307222,0,18,78,3,3788,0,18.0,78.0,3.0,3788.0,1573,0.002223869532987398,0.007002739035724575,0.391304347826087,1
2020-05-10,8140,6315,280,311274,0,28,53,3,4052,0,28.0,53.0,3.0,4052.0,1545,0.0034516765285996054,0.0057272841959249655,1.5555555555555556,1
2020-05-11,8196,6453,282,319083,0,56,138,2,7809,0,56.0,138.0,2.0,7809.0,1461,0.0068796068796068794,0.005105986509780863,2.0,1
2020-05-12,8241,6544,285,327838,0,45,91,3,8755,0,45.0,91.0,3.0,8755.0,1412,0.005490483162518302,0.004752268373823948,0.8035714285714286,1
2020-05-13,8291,6680,289,335525,0,50,136,4,7687,0,50.0,136.0,4.0,7687.0,1322,0.006067224851352991,0.004822572191013035,1.1111111111111112,1
2020-05-14,8373,6786,292,342427,0,82,106,3,6902,0,82.0,106.0,3.0,6902.0,1295,0.009890242431552286,0.0063558467707260135,1.64,1
2020-05-15,8428,6875,294,349217,0,55,89,2,6790,0,55.0,89.0,2.0,6790.0,1259,0.006568732831721008,0.0069792580313502925,0.6707317073170732,1
2020-05-16,8479,6918,295,353414,0,51,43,1,4197,0,51.0,43.0,1.0,4197.0,1266,0.00605125771238728,0.0068135881979063725,0.9272727272727272,1
2020-05-17,8499,6967,297,356967,0,20,49,2,3553,0,20.0,49.0,2.0,3553.0,1235,0.0023587687227267368,0.0061872453099480595,0.39215686274509803,1
2020-05-18,8612,7063,300,364425,0,113,96,3,7458,0,113.0,96.0,3.0,7458.0,1249,0.013295681844922932,0.007632936708662048,5.65,1
2020-05-19,8674,7125,302,372761,0,62,62,2,8336,0,62.0,62.0,2.0,8336.0,1247,0.007199256850905713,0.007094739592532734,0.5486725663716814,1
2020-05-20,8748,7216,307,380279,0,74,91,5,7518,0,74.0,91.0,5.0,7518.0,1225,0.00853124279455845,0.007487241585100222,1.1935483870967742,1
2020-05-21,8783,7307,310,387569,0,35,91,3,7290,0,35.0,91.0,3.0,7290.0,1166,0.004000914494741655,0.007077172941571097,0.47297297297297297,1
2020-05-22,8842,7368,312,395317,0,59,61,2,7748,0,59.0,61.0,2.0,7748.0,1162,0.0067175224866218835,0.007948923694350126,1.6857142857142857,1
2020-05-23,8919,7408,313,400376,0,77,40,1,5059,0,77.0,40.0,1.0,5059.0,1198,0.008708437005202442,0.0070314747264060284,1.305084745762712,1
2020-05-24,8984,7440,314,404225,0,65,32,1,3849,0,65.0,32.0,1.0,3849.0,1230,0.0072878125350375605,0.007049185863232399,0.8441558441558441,1
2020-05-25,9031,7528,315,411733,0,47,88,1,7508,0,47.0,88.0,1.0,7508.0,1188,0.005231522707034728,0.006389241845727653,0.7230769230769231,1
2020-05-26,9082,7609,316,418974,0,51,81,1,7241,0,51.0,81.0,1.0,7241.0,1157,0.0056472151478241615,0.006718501976344156,1.0851063829787233,1
2020-05-27,9119,7690,316,425820,0,37,81,0,6846,0,37.0,81.0,0.0,6846.0,1113,0.004073992512662409,0.00618979598155226,0.7254901960784313,1
2020-05-28,9173,7738,318,431833,0,54,48,2,6013,0,54.0,48.0,2.0,6013.0,1117,0.005921701941002303,0.005632448968712233,1.4594594594594594,1
2020-05-29,9230,7801,318,437946,0,57,63,0,6113,0,57.0,63.0,0.0,6113.0,1111,0.006213888586067808,0.005417664178918282,1.0555555555555556,1
2020-05-30,9264,7842,318,441494,0,34,41,0,3548,0,34.0,41.0,0.0,3548.0,1104,0.003683640303358613,0.005108087698183059,0.5964912280701754,1
2020-05-31,9302,7866,318,443635,0,38,24,0,2141,0,38.0,24.0,0.0,2141.0,1118,0.004101899827288429,0.004799024634075913,1.1176470588235294,1
2020-06-01,9336,7941,320,449356,0,34,75,2,5721,0,34.0,75.0,2.0,5721.0,1075,0.0036551279294775316,0.0047152517174389365,0.8947368421052632,1
2020-06-02,9399,8027,321,455834,0,63,86,1,6478,0,63.0,86.0,1.0,6478.0,1051,0.006748071979434447,0.004880525725125366,1.8529411764705883,1
2020-06-03,9473,8106,322,461147,0,74,79,1,5313,0,74.0,79.0,1.0,5313.0,1045,0.007873177997659325,0.005212383607443669,1.1746031746031746,1
2020-06-04,9534,8162,325,466158,0,61,56,3,5011,0,61.0,56.0,3.0,5011.0,1047,0.006439353953341075,0.0057635263374401615,0.8243243243243243,1
2020-06-05,9569,8230,325,470331,0,35,68,0,4173,0,35.0,68.0,0.0,4173.0,1014,0.003671071953010279,0.005677360762584531,0.5737704918032787,1
2020-06-06,9607,8252,325,472481,0,38,22,0,2150,0,38.0,22.0,0.0,2150.0,1030,0.003971156860695997,0.005740566548828225,1.0857142857142856,1
2020-06-07,9668,8276,326,474608,0,61,24,1,2127,0,61.0,24.0,1.0,2127.0,1066,0.006349536796086187,0.005660859512158572,1.605263157894737,1
2020-06-08,9737,8328,326,479292,0,69,52,0,4684,0,69.0,52.0,0.0,4684.0,1083,0.007136946628051304,0.005513613238236968,1.1311475409836065,1
2020-06-09,9792,8376,327,483844,0,55,48,1,4552,0,55.0,48.0,1.0,4552.0,1089,0.0056485570504262094,0.005355453857653995,0.7971014492753623,1
2020-06-10,9865,8449,328,487912,0,73,73,1,4068,0,73.0,73.0,1.0,4068.0,1088,0.007455065359477125,0.0061122525389473645,1.3272727272727274,1
2020-06-11,9929,8496,329,491651,0,64,47,1,3739,0,64.0,47.0,1.0,3739.0,1104,0.0064875823618854534,0.006615537639185255,0.8767123287671232,1
2020-06-12,9981,8557,330,495377,0,52,61,1,3726,0,52.0,61.0,1.0,3726.0,1094,0.005237184006445765,0.006393067081257172,0.8125,1
2020-06-13,10034,8580,330,497029,0,53,23,0,1652,0,53.0,23.0,0.0,1652.0,1124,0.0053100891694219015,0.006027695589531291,1.0192307692307692,1
2020-06-14,10067,8592,331,498150,0,33,12,1,1121,0,33.0,12.0,1.0,1121.0,1144,0.0032888180187362966,0.005555747783193309,0.6226415094339622,1
2020-06-15,10107,8633,332,501823,0,40,41,1,3673,0,40.0,41.0,1.0,3673.0,1142,0.003973378364954803,0.0048594103842888444,1.2121212121212122,1
2020-06-16,10154,8694,333,505846,0,47,61,1,4023,0,47.0,61.0,1.0,4023.0,1127,0.004650242406253092,0.004491942393162371,1.175,1
2020-06-17,10205,8752,334,509882,0,51,58,1,4036,0,51.0,58.0,1.0,4036.0,1119,0.00502265117195194,0.004449035826263606,1.0851063829787233,1
2020-06-18,10323,8804,336,514285,0,118,52,2,4403,0,118.0,52.0,2.0,4403.0,1183,0.01156295933365997,0.00569960985911122,2.3137254901960786,1
2020-06-19,10449,8857,337,517859,0,126,53,1,3574,0,126.0,53.0,1.0,3574.0,1255,0.012205754141238012,0.007482997083611563,1.0677966101694916,1
2020-06-20,10492,8874,338,519558,0,43,17,1,1699,0,43.0,17.0,1.0,1699.0,1280,0.00411522633744856,0.007511366678110315,0.3412698412698413,1
2020-06-21,10542,8891,339,520871,0,50,17,1,1313,0,50.0,17.0,1.0,1313.0,1312,0.004765535646206634,0.007534425326101024,1.1627906976744187,1
2020-06-22,10606,8948,340,524781,0,64,57,1,3910,0,64.0,57.0,1.0,3910.0,1318,0.006070954278125593,0.007744085947335754,1.28,1
2020-06-23,10695,9004,340,529348,0,89,56,0,4567,0,89.0,56.0,0.0,4567.0,1351,0.008391476522722987,0.007109789385148358,1.390625,1
2020-06-24,10822,9084,344,533635,0,127,80,4,4287,0,127.0,80.0,4.0,4287.0,1394,0.01187470780738663,0.007043580118378081,1.4269662921348314,1
2020-06-25,10915,9171,344,537682,0,93,87,0,4047,0,93.0,87.0,0.0,4047.0,1400,0.008593605618185179,0.007939255974525404,0.7322834645669292,1
2020-06-26,11083,9248,345,542215,0,168,77,1,4533,0,168.0,77.0,1.0,4533.0,1490,0.015391662849289969,0.01006448141514207,1.8064516129032258,1
2020-06-27,11343,9271,346,544769,0,260,23,1,2554,0,260.0,23.0,1.0,2554.0,1726,0.023459352160967246,0.013542160991710402,1.5476190476190477,1
2020-06-28,11648,9292,346,547192,0,305,21,0,2423,0,305.0,21.0,0.0,2423.0,2010,0.026888830115489728,0.01724163171026375,1.1730769230769231,1
2020-06-29,11849,9346,346,551677,0,201,54,0,4485,0,201.0,54.0,0.0,4485.0,2157,0.01725618131868132,0.018317926412522688,0.659016393442623,1
2020-06-30,11998,9411,347,556089,0,149,65,1,4412,0,149.0,65.0,1.0,4412.0,2240,0.012574900835513545,0.01911418545598836,0.7412935323383084,1
2020-07-01,12089,9536,347,560682,0,91,125,0,4593,0,91.0,125.0,0.0,4593.0,2206,0.007584597432905484,0.017552772372711464,0.610738255033557,1
2020-07-02,12222,9631,348,565347,0,133,95,1,4665,0,133.0,95.0,1.0,4665.0,2243,0.011001737116386797,0.015061249363795376,1.4615384615384615,1
2020-07-03,12362,9722,348,570456,0,140,91,0,5109,0,140.0,91.0,0.0,5109.0,2292,0.011454753722794959,0.01197443408525642,1.0526315789473684,1
2020-07-04,12483,9768,350,572143,0,121,46,2,1687,0,121.0,46.0,2.0,1687.0,2365,0.009788060184436176,0.010480809858407394,0.8642857142857143,1
2020-07-05,12558,9800,352,573667,0,75,32,2,1524,0,75.0,32.0,2.0,1524.0,2406,0.00600817111271329,0.009167463913847342,0.6198347107438017,1
2020-07-06,12609,9842,353,575381,0,51,42,1,1714,0,51.0,42.0,1.0,1714.0,2414,0.004061156235069279,0.008462775674280101,0.68,1
2020-07-07,12727,9949,353,579540,0,118,107,0,4159,0,118.0,107.0,0.0,4159.0,2425,0.00935839479736696,0.008134107210476133,2.3137254901960786,1
2020-07-08,12856,10189,353,584946,0,129,240,0,5406,0,129.0,240.0,0.0,5406.0,2314,0.01013593148424609,0.00787034276276636,1.0932203389830508,1
2020-07-09,12961,10325,354,589628,0,105,136,1,4682,0,105.0,136.0,1.0,4682.0,2282,0.008167392657125077,0.007546209257304139,0.813953488372093,1
2020-07-10,13102,10506,354,594961,0,141,181,0,5333,0,141.0,181.0,0.0,5333.0,2242,0.01087879021680426,0.008520333078122333,1.3428571428571427,1
2020-07-11,13155,10704,354,597282,0,53,198,0,2321,0,53.0,198.0,0.0,2321.0,2097,0.004045183941382995,0.008517138619385075,0.375886524822695,1
2020-07-12,13214,10911,355,599069,0,59,207,1,1787,0,59.0,207.0,1.0,1787.0,1948,0.004484986697073356,0.0075424569993263555,1.1132075471698113,1
2020-07-13,13278,11195,356,603493,0,64,284,1,4424,0,64.0,284.0,1.0,4424.0,1727,0.004843347964280309,0.0064839402953332,1.0847457627118644,1
2020-07-14,13383,11355,358,608295,0,105,160,2,4802,0,105.0,160.0,2.0,4802.0,1670,0.007907817442385901,0.006432025252385365,1.640625,1
2020-07-15,13517,11475,358,612989,0,134,120,0,4694,0,134.0,120.0,0.0,4694.0,1684,0.01001270268250766,0.0062588077455260445,1.276190476190476,1
2020-07-16,13654,11615,358,617719,0,137,140,0,4730,0,137.0,140.0,0.0,4730.0,1681,0.010135385070651771,0.0074768479713797995,1.0223880597014925,1
2020-07-17,13782,11795,360,622446,0,128,180,2,4727,0,128.0,180.0,2.0,4727.0,1627,0.009374542258678776,0.008454759083700882,0.9343065693430657,1
2020-07-18,13894,11868,360,624780,0,112,73,0,2334,0,112.0,73.0,0.0,2334.0,1666,0.008126541866202293,0.009111397864085281,0.875,1
2020-07-19,13985,11916,361,626610,0,91,48,1,1830,0,91.0,48.0,1.0,1830.0,1708,0.006549589750971642,0.00883975232580243,0.8125,1
2020-07-20,14153,12030,361,632395,0,168,114,0,5785,0,168.0,114.0,0.0,5785.0,1762,0.012012870933142654,0.009239785975929426,1.8461538461538463,1
2020-07-21,14360,12151,363,638484,0,207,121,2,6089,0,207.0,121.0,2.0,6089.0,1846,0.014625874372924468,0.010137883836383966,1.2321428571428572,1
2020-07-22,14605,12270,365,645093,0,245,119,2,6609,0,245.0,119.0,2.0,6609.0,1970,0.017061281337047353,0.011675231652057682,1.183574879227053,1
2020-07-23,14836,12368,366,650650,0,231,98,1,5557,0,231.0,98.0,1.0,5557.0,2102,0.015816501198219788,0.013213223518461182,0.9428571428571428,1
2020-07-24,15114,12458,369,656888,0,278,90,3,6238,0,278.0,90.0,3.0,6238.0,2287,0.018738204367754113,0.015650946441817675,1.2034632034632036,1
2020-07-25,15246,12519,371,660225,0,132,61,2,3337,0,132.0,61.0,2.0,3337.0,2356,0.008733624454148471,0.01499509714601884,0.4748201438848921,1
2020-07-26,15360,12575,372,662011,0,114,56,1,1786,0,114.0,56.0,1.0,1786.0,2413,0.00747737111373475,0.013565396494180893,0.8636363636363636,1
2020-07-27,15554,12702,374,668565,0,194,127,2,6554,0,194.0,127.0,2.0,6554.0,2478,0.012630208333333334,0.01267918189343809,1.7017543859649122,1
2020-07-28,15830,12819,376,676474,0,276,117,2,7909,0,276.0,117.0,2.0,7909.0,2635,0.017744631606017743,0.013064807974997683,1.422680412371134,1
2020-07-29,16104,12936,378,683983,0,274,117,2,7509,0,274.0,117.0,2.0,7509.0,2790,0.017308907138344914,0.012778948529115841,0.9927536231884058,1
2020-07-30,16358,13081,380,691606,0,254,145,2,7623,0,254.0,145.0,2.0,7623.0,2897,0.015772478887232984,0.014186719415732746,0.927007299270073,1
2020-07-31,16589,13274,382,699813,0,231,193,2,8207,0,231.0,193.0,2.0,8207.0,2933,0.014121530749480377,0.015515551342881873,0.9094488188976378,1
2020-08-01,16713,13349,384,704521,0,124,75,2,4708,0,124.0,75.0,2.0,4708.0,2980,0.007474832720477425,0.014484476220310691,0.5367965367965368,1
2020-08-02,16814,13442,386,707168,0,101,93,2,2647,0,101.0,93.0,2.0,2647.0,2986,0.00604319990426614,0.012144189879960368,0.8145161290322581,1
