date,positive_total,recovered_total,deceased_total,positive_daily,recovered_daily,deceased_daily,active,positive_increase,positive_increase_5d,growth_factor,ones
2020-03-01,0,0,0,,,,0,,,,1
2020-03-02,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-03,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-04,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-05,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-06,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-07,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-08,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-09,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-10,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-11,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-12,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-13,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-14,0,0,0,0.0,0.0,0.0,0,,,,1
2020-03-15,1,0,0,1.0,0.0,0.0,1,inf,,inf,1
2020-03-16,1,0,0,0.0,0.0,0.0,1,0.0,,0.0,1
2020-03-17,2,0,0,1.0,0.0,0.0,2,1.0,,inf,1
2020-03-18,3,0,0,1.0,0.0,0.0,3,0.5,,1.0,1
2020-03-19,3,0,0,0.0,0.0,0.0,3,0.0,inf,0.0,1
2020-03-20,3,0,0,0.0,0.0,0.0,3,0.0,0.3,,1
2020-03-21,7,0,0,4.0,0.0,0.0,7,1.3333333333333333,0.5666666666666667,inf,1
2020-03-22,9,0,0,2.0,0.0,0.0,9,0.2857142857142857,0.4238095238095238,0.5,1
2020-03-23,15,0,0,6.0,0.0,0.0,15,0.6666666666666666,0.45714285714285713,3.0,1
2020-03-24,20,0,0,5.0,0.0,0.0,20,0.3333333333333333,0.5238095238095237,0.8333333333333334,1
2020-03-25,29,0,0,9.0,0.0,0.0,29,0.45,0.6138095238095238,1.8,1
2020-03-26,33,0,0,4.0,0.0,0.0,33,0.13793103448275862,0.37472906403940887,0.4444444444444444,1
2020-03-27,43,0,0,10.0,0.0,0.0,43,0.30303030303030304,0.37819226750261226,2.5,1
2020-03-28,44,0,0,1.0,0.0,0.0,44,0.023255813953488372,0.24951009695997667,0.1,1
2020-03-29,46,0,0,2.0,0.0,0.0,46,0.045454545454545456,0.19193433938421908,2.0,1
2020-03-30,48,0,0,2.0,0.0,0.0,48,0.043478260869565216,0.11062999155813213,1.0,1
2020-03-31,48,0,0,0.0,0.0,0.0,48,0.0,0.08304378466158042,0.0,1
2020-04-01,49,0,0,1.0,0.0,0.0,49,0.020833333333333332,0.026604390722186476,inf,1
2020-04-02,51,0,0,2.0,0.0,0.0,51,0.04081632653061224,0.03011649323761125,2.0,1
2020-04-03,70,0,0,19.0,0.0,0.0,70,0.37254901960784315,0.09553538806827078,9.5,1
2020-04-04,82,1,0,12.0,1.0,0.0,81,0.17142857142857143,0.12112545018007206,0.631578947368421,1
2020-04-05,82,2,0,0.0,1.0,0.0,80,0.0,0.12112545018007206,0.0,1
2020-04-06,89,6,0,7.0,4.0,0.0,83,0.08536585365853659,0.1340319542451127,inf,1
2020-04-07,94,8,0,5.0,2.0,0.0,86,0.056179775280898875,0.13710464399517003,0.7142857142857143,1
2020-04-08,99,12,0,5.0,4.0,0.0,87,0.05319148936170213,0.0732331379459418,1.0,1
2020-04-09,102,23,0,3.0,11.0,0.0,79,0.030303030303030304,0.04500802972083358,0.6,1
2020-04-10,106,25,0,4.0,2.0,0.0,81,0.0392156862745098,0.05285116697573554,1.3333333333333333,1
2020-04-11,109,28,0,3.0,3.0,0.0,81,0.02830188679245283,0.041438373602518785,0.75,1
2020-04-12,110,28,0,1.0,0.0,0.0,82,0.009174311926605505,0.03203728093166011,0.3333333333333333,1
2020-04-13,112,30,0,2.0,2.0,0.0,82,0.01818181818181818,0.025035346695683323,2.0,1
2020-04-14,112,35,0,0.0,5.0,0.0,77,0.0,0.018974740635077265,0.0,1
2020-04-15,114,35,0,2.0,0.0,0.0,79,0.017857142857142856,0.014703031951603874,inf,1
2020-04-16,114,37,0,0.0,2.0,0.0,77,0.0,0.009042654593113309,0.0,1
2020-04-17,115,55,0,1.0,18.0,0.0,60,0.008771929824561403,0.008962178172704487,inf,1
2020-04-18,115,56,0,0.0,1.0,0.0,59,0.0,0.005325814536340852,0.0,1
2020-04-19,115,60,1,0.0,4.0,1.0,54,0.0,0.005325814536340852,,1
2020-04-20,116,62,1,1.0,2.0,0.0,53,0.008695652173913044,0.003493516399694889,inf,1
2020-04-21,117,66,1,1.0,4.0,0.0,50,0.008620689655172414,0.005217654330729372,1.0,1
2020-04-22,117,73,1,0.0,7.0,0.0,43,0.0,0.0034632683658170917,0.0,1
2020-04-23,118,77,1,1.0,4.0,0.0,40,0.008547008547008548,0.005172670075218801,inf,1
2020-04-24,118,82,1,0.0,5.0,0.0,35,0.0,0.005172670075218801,0.0,1
2020-04-25,118,85,1,0.0,3.0,0.0,32,0.0,0.003433539640436192,,1
2020-04-26,118,85,1,0.0,0.0,0.0,32,0.0,0.0017094017094017096,,1
2020-04-27,118,87,1,0.0,2.0,0.0,30,0.0,0.0017094017094017096,,1
2020-04-28,119,88,1,1.0,1.0,0.0,30,0.00847457627118644,0.001694915254237288,inf,1
2020-04-29,119,93,1,0.0,5.0,0.0,25,0.0,0.001694915254237288,0.0,1
2020-04-30,123,100,1,4.0,7.0,0.0,22,0.03361344537815126,0.00841760432986754,inf,1
2020-05-01,127,101,1,4.0,1.0,0.0,25,0.032520325203252036,0.014921669370517948,1.0,1
2020-05-02,127,103,1,0.0,2.0,0.0,23,0.0,0.014921669370517948,0.0,1
2020-05-03,128,103,1,1.0,0.0,0.0,24,0.007874015748031496,0.014801557265886958,inf,1
2020-05-04,130,105,1,2.0,2.0,0.0,24,0.015625,0.017926557265886957,2.0,1
2020-05-05,134,105,1,4.0,0.0,0.0,28,0.03076923076923077,0.01735771434410286,2.0,1
